paragraph_index,date,name,party,role,text,source_file
0,2009-10-06,Niels Helveg Petersen,RV,aldersformanden,"Mødet er åbnet. I henhold til grundloven er Folketinget på denne første tirsdag i oktober trådt sammen til sit første møde i det nye folketingsår. Som det medlem, der – efter Svend Aukens alt for tidlige død – længst har haft sæde i Folketinget, påhviler det mig at lede valget af Præsidium og valget af tingsekretærer. Til formand har samtlige grupper med undtagelse af Enhedslisten indstillet hr. Thor Pedersen. Der foreligger ikke andre indstillinger. Hvis ingen begærer afstemning, vil jeg betragte indstillingen som vedtaget. Den er vedtaget. Til første næstformand har Socialdemokratiets gruppe udpeget hr. Mogens Lykketoft, til anden næstformand har Dansk Folkepartis gruppe udpeget hr. Søren Espersen, til tredje næstformand har Socialistisk Folkepartis gruppe udpeget hr. Holger K. Nielsen, og til fjerde næstformand har Det Konservative Folkepartis gruppe udpeget hr. Helge Adam Møller. Til tingsekretærer er i henhold til de indgåede valgforbund og gruppernes indstilling valgt følgende medlemmer: hr. Jens Vibjerg (V), hr. Bent Bøgsted (DF), fru Karen J. Klint (S) og fru Pernille Frahm (SF). Tinget er herefter sat, og jeg skal bede formanden om at indtage formandsstolen.",20091_M1_helemoedet.xml
1,2009-10-06,Thor Pedersen,V,formand,"Jeg vil gerne takke for den tillid, som Tinget her viser mig ved at genvælge mig til formand for Tinget. Jeg skal bestræbe mig på efter bedste evne – og i et tæt samarbejde med mine kolleger i Præsidiet – at opfylde de forpligtelser, der påhviler mig som formand for Folketinget. Jeg byder velkommen i dag til vores gæster. En hjertelig velkomst til Hendes Majestæt Dronningen, til Hans Kongelige Højhed Prinsgemalen, til Hans Kongelige Højhed Kronprinsen, til Hendes Kongelige Højhed Kronprinsessen, til Hans Kongelige Højhed Prins Joachim, til Hendes Kongelige Højhed Prinsesse Marie og til Hendes Kongelige Højhed Prinsesse Benedikte. Jeg byder ligeledes hjertelig velkommen til repræsentanterne for Højesteret, til formanden for Grønlands Landsting og Grønlands landsstyreformand, til formanden for Færøernes Lagting samt til Københavns overborgmester. Jeg benytter lejligheden til at sende Folketingets hilsen på denne dag til Grønlands Landsting og Færøernes Lagting. Herefter giver jeg ordet til statsministeren, for at statsministeren kan give den i grundloven omhandlede redegørelse for rigets almindelige stilling og de af regeringen påtænkte foranstaltninger. Værsgo til statsministeren.",20091_M1_helemoedet.xml
2,2009-10-06,Lars Løkke Rasmussen,,minister,"Danmark er et godt land at leve i. Vi har bygget et rigt samfund på foretagsomhed, opfindsomhed og godt købmandskab. Vi har skabt et trygt samfund på gensidig tillid og respekt. Vi har skabt et rimeligt samfund, hvor de bredeste skuldre bærer de største byrder. Der er ting, vi kan gøre bedre; der er ting, vi skal gøre bedre. Selvfølgelig er der det. Men prøv lige at træde to skridt tilbage fra de dagsaktuelle ting, der skiller os, og betragt så det danmarksbillede, der bliver stående. Det er et smukt billede. Det fylder os selv med stolthed og andre folkeslag med et stænk af misundelse. Danmark er et fantastisk land – et af de bedste steder i verden. Og vi har skabt det, ikke vi som »vi i regeringen«, ikke vi som »vi i Folketinget«, men vi som vi – det danske folk: den entreprenante ingeniør, der fik en idé, satte den i system og i produktion; den foretagsomme håndværker, der arbejder sig op, ansætter folk og udvider virksomheden; den ansvarsfulde skolelærer, der har øje for lige det, der bryder læsekoden hos Anne eller Ahmed; de mange familier, som sætter en ære i og en kæmpe indsats bag at give deres børn et solidt rygstød i tilværelsen; de titusindvis af frivillige over hele landet, der bruger deres fritid på at yde en stor og uegennyttig indsats for børn og unge i de mange foreninger; alle de hårdtarbejdende danskere, der hver dag yder en indsats og gør en forskel for at gøre det danske samfund endnu bedre. Vi står alle sammen på skuldrene af tidligere generationer, der har kæmpet for at nå så langt. Det er vores fælles ansvar, det er vores pligt at drive det videre. Vi må sammen tage ansvaret for, at denne lille grønne plet på kloden med under 1 promille af jordens befolkning og med 110 lande omkring os, der er større, fortsat kan være hjemsted for et rigt, harmonisk, håbefuldt og lykkeligt folk. Det kræver, at vi har et skarpt øje ikke bare for vores egne styrker, men også for vores svagheder. Det kræver, at vi har et fast fokus ikke bare på vores egne muligheder, men også på vores udfordringer. Lige nu står vi midt i en international økonomisk krise. Den udfordrer os. Medvind er for en tid afløst af modvind. Det er nu, vi skal gribe dybt i os selv og finde den danske ukuelighed frem, der skal få os sikkert gennem stormen. Regeringens topprioritet er derfor at bringe Danmark gennem krisen med mindst mulige menneskelige omkostninger. Derfor har vi ført en aktiv krisepolitik, og derfor har vi sat kraftfuldt ind med en økonomisk politik, der er blandt de mest offensive i noget land i verden. Senest har vi besluttet at gennemføre en erhvervspakke for små og mellemstore virksomheder på godt 4 mia. kr. I verden omkring os begynder der at vise sig forsigtige lysglimt i horisonten. Økonomerne tør efterhånden godt spå om en vis fornyet vækst, men det sker på baggrund af det seneste års kraftige og bratte fald, så jeg må sige det ligeud: Vi må være forberedte på, at ledigheden vil stige en tid endnu. Det er uomgængeligt. Og der er en særlig risiko for, at ledigheden kan bide sig fast blandt de unge. For hvert job, der går tabt, gør det ondt på et menneske og en familie, og det gør særligt ondt at blive arbejdsløs, før man overhovedet har betrådt arbejdsmarkedet. Får det første skridt, der tages på arbejdsmarkedet, ikke sådan rigtig fæste, kan det få konsekvenser gennem hele livet. Vi vil ikke acceptere, at en hel generation skal risikere at starte deres arbejdsliv med en følelse af nederlag. Derfor sætter regeringen ind med markante initiativer for at forebygge ungdomsarbejdsløshed. Vi afsætter 1 mia. kr. til en ekstraordinær indsats for flere praktikpladser, og allerede i morgen fremlægger vi et særligt udspil for de unge under 18 år, der ikke er i gang med en ungdomsuddannelse, og som ikke har en fast tilknytning til arbejdsmarkedet. Viden og uddannelse er de bedste værn mod ungdomsarbejdsløshed. Regeringens mål er, at 95 pct. af alle unge i 2015 får mindst en ungdomsuddannelse. De fleste unge klarer det heldigvis fint selv, men ikke alle, og nu skal vi have de sidste med: de skoletrætte, de rådvilde, dem, der kan være svære at motivere. For en er løsningen måske praktik på en virksomhed, for en anden måske et ophold på skoleskibet. For ingen er det ingenting! Vi kan ikke forsvare, at nogle unge efterlades i passivitet, når vi giver slip på dem efter 9. klasse. Det er simpelthen for sent, hvis kursen mod arbejdslivet først sættes, når de nogle år senere dukker op på jobcenteret. Det er et grundlæggende svigt at overlade unge i 15-17-års-alderen til ingenting. Alle unge skal have en relevant uddannelse eller et job eller skal i anden aktivitet efter 9. klasse. Det er et fælles ansvar. Vi styrker nu kommunernes ansvar. De skal sikre, at de 15-17-årige efterlever deres uddannelsesplan. Det kræver nye værktøjer, dem får de, men det er så sandelig også et forældreansvar. Det understreger vi ved at omlægge børnefamilieydelsen for 15-17-årige til en ny ungdomsydelse, der kun udbetales, hvis den unge er i uddannelse, beskæftigelse eller anden aktivitet. Krisen er en udfordring, men krisen rummer også den mulighed, at den yderligere ansporer de unge til uddannelse. Det er en mulighed, vi skal gribe; det er en mulighed vi vil gribe.",20091_M1_helemoedet.xml
3,2009-10-06,Thor Pedersen,V,formand,"Tak til statsministeren. Jeg kan oplyse Folketinget om, at finansministeren (Claus Hjort Frederiksen) har meddelt mig, at han ønsker skriftligt at fremsætte: Lovforslag nr. L 1 (Forslag til finanslov for finansåret 2010). Titlen på det fremsatte lovforslag vil fremgå af www.folketingstidende.dk (jf. ovenfor). Der er ikke mere at foretage i dette møde. Folketingets næste møde afholdes i morgen, onsdag den 7. oktober 2009, kl. 13.00. Jeg henviser til den dagsorden, der er opslået i salen.",20091_M1_helemoedet.xml
4,2009-10-06,MødeSlut MødeSlut,MødeSlut,MødeSlut,Mødet er hævet. (Kl. 12:51).,20091_M1_helemoedet.xml
0,2009-10-07,Thor Pedersen,V,formand,"Mødet er åbnet. Transportministeren (Lars Barfoed) har meddelt mig, at han ønsker skriftligt at fremsætte: Lovforslag nr. L 2 (Forslag til lov om anlæg af Frederikssundmotorvejen mellem Motorring 4 og Frederikssund). Integrationsministeren (Birthe Rønn Hornbech) har meddelt mig, at hun ønsker skriftligt at fremsætte: Lovforslag nr. L 3 (Forslag til lov om ændring af udlændingeloven. (Gennemførelse af forordning om en fællesskabskodeks for visa (visumkodeks), bemyndigelse til at fastsætte regler om studieaktivitet m.v.)). Økonomi- og erhvervsministeren (Lene Espersen) har meddelt mig, at hun ønsker skriftligt at fremsætte: Lovforslag nr. L 10 (Forslag til lov om ændring af lov om Danmarks Statistik og forskellige andre love. (Obligatorisk digital kommunikation mellem virksomheder og det offentlige, ændring af reglerne om sammensætning af Danmarks Vækstråd m.v.)), Lovforslag nr. L 11 (Forslag til lov om ændring af lov om finansiel virksomhed, lov om værdipapirhandel m.v., lov om finansiel stabilitet og forskellige andre love. (Registrering af kreditvurderingsbureauer, godkendelsesordning for udenlandske clearingcentraler, overførsel af tilsyn fra Finanstilsynet til Konkurrencestyrelsen, sekretariatsbistand for Garantifonden for Indskydere og Investorer m.v.)), Lovforslag nr. L 12 (Forslag til lov om ændring af lov om registrering af ledningsejere. (Udvidelse af dækningsområde m.v.)) og Lovforslag nr. L 13 (Forslag til lov om ændring af lov om restaurationsvirksomhed og alkoholbevilling m.v. (Videregivelse og behandling af oplysninger om forbud mod ophold i bestemte virksomheder)). Skatteministeren (Kristian Jensen) har meddelt mig, at han ønsker skriftligt at fremsætte: Lovforslag nr. L 14 (Forslag til lov om indgåelse af skatteaftaler mellem Danmark og henholdsvis Aruba, Bermuda, De Britiske Jomfruøer, Cayman Islands og De Nederlandske Antiller), Lovforslag nr. L 15 (Forslag til lov om indgåelse af protokoller om ændring af dobbeltbeskatningsoverenskomster mellem Danmark og henholdsvis Belgien, Luxembourg, Singapore og Østrig), Lovforslag nr. L 16 (Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst mellem Danmark og Israel), Lovforslag nr. L 17 (Forslag til lov om indgåelse af protokol om ændring af overenskomst mellem Danmark og Schweiz til undgåelse af dobbeltbeskatning vedrørende skatter af indkomst og formue), Lovforslag nr. L 18 (Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst mellem Danmark og Serbien), Lovforslag nr. L 19 (Forslag til lov om ændring af merværdiafgift. (Leveringsstedsregler for ydelser, omvendt betalingspligt, CO 2 -kvoter, VIES-systemet, momsgodtgørelse inden for EU m.v.)), Lovforslag nr. L 21 (Forslag til lov om ændring af lov om beskatning af indkomst i forbindelse med kulbrinteindvinding i Danmark. (Overdragelse af licensandele med betaling af fremtidige efterforskningsomkostninger, finansielle indtægter m.v.)), Lovforslag nr. L 22 (Forslag til lov om ændring af pensionsafkastbeskatningsloven, pensionsbeskatningsloven og forskellige andre love. (Justeringer af pensionsafkastbeskatningsloven og pensionsbeskatningsloven, udbytteskat i skattefritagne dødsboer samt tekniske justeringer af Forårspakke 2.0)), Lovforslag nr. L 23 (Forslag til lov om ændring af ligningsloven. (Skattefrihed for soldaterlegater)) og Lovforslag nr. L 24 (Forslag til lov om ændring af lov om afgift efter brændstofforbrug for visse personbiler, registreringsafgiftsloven og forskellige andre love.(Grøn omlægning af bilbeskatningen - II)). Kulturministeren (Carina Christensen) har meddelt mig, at hun ønsker skriftligt at fremsætte: Lovforslag nr. L 25 (Forslag til lov om ændring af lov om radio- og fjernsynsvirksomhed og lov om ophavsret. (Gennemførelse af direktivet om audiovisuelle medietjenester m.v.)) og Lovforslag nr. L 26 (Forslag til lov om ændring af lov om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet. (Ændring af status for Danmarks Designskole, udmøntning af aftale om fusion af visse uddannelsesinstitutioner m.v.)). Justitsministeren (Brian Mikkelsen) har meddelt mig, at han ønsker skriftligt at fremsætte: Lovforslag nr. L 27 (Forslag til lov om Den Europæiske Politienhed. (Europol)), Lovforslag nr. L 28 (Forslag til lov om offentligt hasardspil i turneringsform) og Lovforslag nr. L 29 (Forslag til lov om ændring af konkursloven. (Behandlingen i konkurs af indeståender på fritvalgsordninger)). Medlemmer af Folketinget Mette Frederiksen (S), Anne Baastrup (SF), Anne Marie Geisler Andersen (RV) og Line Barfod (EL) m.fl. har meddelt mig, at de ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 1 (Forslag til folketingsbeslutning om oprettelse af kommunale udsatteråd). Medlemmer af Folketinget Frank Aaen (EL) m.fl. har meddelt mig, at de ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 3 (Forslag til folketingsbeslutning om en undersøgelse af årsagerne til finanskrisen). Skatteministeren (Kristian Jensen) har meddelt mig, at han ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 4 (Forslag til folketingsbeslutning om Danmarks ratifikation af Konvention om centraliseret toldbehandling for så vidt angår fordelingen af de nationale opkrævningsomkostninger, der tilbageholdes, når de traditionelle egne indtægter overdrages til EU’s budget). Medlemmer af Folketinget Tina Petersen (DF) m.fl. har meddelt mig, at de ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 5 (Forslag til folketingsbeslutning om en national handlingsplan om demens). Justitsministeren (Brian Mikkelsen) har meddelt mig, at han ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 6 (Forslag til folketingsbeslutning om forslag til rammeafgørelse om anvendelse mellem Den Europæiske Unions medlemsstater af princippet om gensidig anerkendelse på afgørelser om tilsynsforanstaltninger som et alternativ til varetægtsfængsling). Medlemmer af Folketinget Line Barfod (EL) m.fl. har meddelt mig, at de ønsker skriftligt at fremsætte: Beslutningsforslag nr. B 7 (Forslag til folketingsbeslutning om ophævelse af bestemmelsen om minimumsstraf for overtrædelse af våbenlovens forbud mod knive på offentlige steder). Titler på de fremsatte lov- og beslutningsforslag vil fremgå af www.folketingstidende.dk (jf. ovenfor). Medlemmer af Folketinget Anders Samuelsen (LA) m.fl. har meddelt mig, at de ønsker at stille følgende forespørgsel til beskæftigelsesministeren og finansministeren: Forespørgsel nr. F 1 (Vil ministeren redegøre for regeringens vurdering af og opfølgning på Arbejdsmarkedskommissionens rapport, herunder konkret, hvordan regeringen fremadrettet agter at løse problemet med mangel på arbejdskraft, samtidig med at man sikrer høj velstand for fremtidige generationer?). Medlemmer af Folketinget Simon Emil Ammitzbøll (LA) m.fl. har meddelt mig, at de ønsker at stille følgende forespørgsel til justitsministeren: Forespørgsel nr. F 2 (Vil ministeren, nu da bandekrigen har stået på i et år, redegøre for, hvordan sikkerheden og trygheden genoprettes i de største danske byer?). Medlemmer af Folketinget Niels Sindal (S), Marion Pedersen (V), Anita Knakkergaard (DF), Kristen Touborg (SF), Jørgen S. Lundsgaard (KF), Bente Dahl (RV) og Line Barfod (EL) har meddelt mig, at de ønsker at stille følgende forespørgsel til udenrigsministeren: Forespørgsel nr. F 3 (På hvilke måder følger regeringen forslagene i den forhenværende norske udenrigs- og forsvarsminister Thorvald Stoltenbergs rapport til de nordiske udenrigsministre om det fremtidige nordiske samarbejde om udenrigs- og sikkerhedspolitik?). Medlemmer af Folketinget Karsten Lauritzen (V), Naser Khader (KF) og Martin Henriksen (DF) har meddelt mig, at de ønsker at stille følgende forespørgsel til integrationsministeren: Forespørgsel nr. F 4 (Vil ministeren redegøre for lovgrundlaget for at give humanitær opholdstilladelse og herunder den etablerede praksis for at give humanitær opholdstilladelse?). Medlemmer af Folketinget Juliane Henningsen (IA) og Høgni Hoydal (TF) har meddelt mig, at de ønsker at stille følgende forespørgsel til klima- og energiministeren: Forespørgsel nr. F 5 (Hvad kan ministeren oplyse om de aftaler, der er indgået med Færøerne og Grønland forud for forhandlingerne om den nye klimaaftale, der skal vedtages på COP15 i december 2009?). Titlerne på de anmeldte forespørgsler vil fremgå af www.folketingstidende.dk (jf. ovenfor).",20091_M2_helemoedet.xml
1,2009-10-07,Thor Pedersen,V,formand,"Til disse valg er anmeldt følgende valggrupper: en gruppe på 95 medlemmer: Venstre, Dansk Folkeparti, Det Konservative Folkeparti, Liberal Alliance, Sambandspartiet og Pia Christmas-Møller (UFG); en gruppe på 84 medlemmer: Socialdemokratiet, Socialistisk Folkeparti, Det Radikale Venstre, Enhedslisten, Tjóðveldisflokkurin (TF), Inuit Ataqatigiit (IA) og Siumut (SIU). Der foreligger indstilling fra grupperne om disse navne. Navnene på de valgte kan findes på Folketingets hjemmeside og i Folketingstidende. Samtidig er der fra grupperne fremkommet forslag om valg af formand og næstformand. Der er kun bragt én i forslag til hver af disse poster, og navnene bliver optaget i Folketingstidende. Skulle der inden kl. 12 i morgen komme indsigelse mod et eller flere af valgene af formænd og næstformænd, vil der blive indkaldt til sættemøde i det pågældende udvalg. [Valg af 16 medlemmer til Udvalget for Forretningsordenen. Valgt blev: 1 Thor Pedersen (V) 2 Mogens Lykketoft (S) 3 Søren Espersen (DF) 4 Holger K. Nielsen (SF) 5 Helge Adam Møller (KF) 6 Flemming Damgaard Larsen (V) 7 Jens Vibjerg (V) 8 Peter Christensen (V) 9 Anne-Mette Winther Christiansen (V) 10 Hans Christian Schmidt (V) 11 Pia Kjærsgaard (DF) 12 Kristian Thulesen Dahl (DF) 13 Tom Behnke (KF) 14 Carsten Hansen (S) 15 Henrik Dam Kristensen (S) 16 Karen J. Klint (S) 17 Nick Hækkerup (S) 18 Ole Sohn (SF) 19 Margrethe Vestager (RV) 20 Morten Østergaard (RV) 21 Line Barfod (EL) 22 Simon Emil Ammitzbøll (LA) (uden stemmeret, jf. forretningsordenens § 7, stk. 3, 2. pkt.) (Udvalget for Forretningsordenen består af Folketingets Præsidium (nr. 1-5) tillige med 16 valgte medlemmer). Formand: Thor Pedersen (V) Næstformand: Mogens Lykketoft (S) Valg af 17 medlemmer til Udvalget til Valgs Prøvelse. Valgt blev: 1 Karsten Nonbo (V) 2 Peter Juel Jensen (V) 3 Per Bisgaard (V) 4 Hans Christian Thoning (V) 5 Anne-Mette Winther Christiansen (V) 6 Søren Espersen (DF) 7 Peter Skaarup (DF) 8 Helge Adam Møller (KF) 9 Vivi Kier (KF) 10 Karen J. Klint (S) 11 Henrik Dam Kristensen (S) 12 Klaus Hækkerup (S) 13 Julie Skovsby (S) 14 Anne Baastrup (SF) 15 Pernille Frahm (SF) 16 Niels Helveg Petersen (RV) 17 Frank Aaen (EL) Formand: Karen J. Klint (S) Næstformand: Peter Juel Jensen (V) Valg af 17 medlemmer og stedfortrædere til Arbejdsmarkedsudvalget. Valgt blev: Til medlemmer: 1 Jens Vibjerg (V) 2 Peter Juel Jensen (V) 3 Louise Schack Elholm (V) 4 Sophie Løhde (V) 5 Bent Bøgsted (DF) 6 Colette L. Brix (DF) 7 Knud Kristensen (KF) 8 Charlotte Dyremose (KF) 9 Anders Samuelsen (LA) 10 Torben Hansen (S) 11 Anne-Marie Meldgaard (S) 12 Lone Møller (S) 13 Leif Lahn Jensen (S) 14 Eigil Andersen (SF) 15 Karsten Hønge (SF) 16 Morten Østergaard (RV) 17 Line Barfod (EL) Til stedfortrædere for: 1-4 Erling Bonnesen (V) 1-4 Marion Pedersen (V) 5-6 Kristian Thulesen Dahl (DF) 5-6 René Christensen (DF) 7-8 Helle Sjelle (KF) 7-8 Naser Khader (KF) 9 Malou Aamund (V) 10-13 Bjarne Laustsen (S) 10-13 Lennart Damsbo-Andersen (S) 14-15 Özlem Sara Cekic (SF) 16 Anne Marie Geisler Andersen (RV) 17 Julie Rademacher (S) Formand: Knud Kristensen (KF) Næstformand: Lone Møller (S) Valg af 17 medlemmer og stedfortrædere til Boligudvalget. Valgt blev: Til medlemmer: 1 Troels Christensen (V) 2 Louise Schack Elholm (V) 3 Søren Pind (V) 4 Eyvind Vesselbo (V) 5 Michael Aastrup Jensen (V) 6 Anita Knakkergaard (DF) 7 Hans Kristian Skibby (DF) 8 Knud Kristensen (KF) 9 Naser Khader (KF) 10 Yildiz Akdogan (S) 11 Bjarne Laustsen (S) 12 Lennart Damsbo-Andersen (S) 13 Thomas Jensen (S) 14 Nanna Westerby (SF) 15 Karsten Hønge (SF) 16 Jørgen Poulsen (RV) 17 Frank Aaen (EL) Til stedfortrædere for: 1-5 Karsten Lauritzen (V) 1-5 Erling Bonnesen (V) 6-7 Henrik Brodersen (DF) 6-7 Kim Christiansen (DF) 8-9 Vivi Kier (KF) 8-9 Pia Christmas-Møller (UFG) 10-13 Rasmus Prehn (S) 10-13 René Skau Björnsson (S) 14-15 Flemming Bonne (SF) 14-15 Meta Fuglsang (SF) 16 Sophie Hæstorp Andersen (S) Formand: Nanna Westerby (SF) Næstformand: Troels Christensen (V) Valg af 17 medlemmer og stedfortrædere til Det Energipolitiske Udvalg. Valgt blev: Til medlemmer: 1 Eyvind Vesselbo (V) 2 Jens Kirk (V) 3 Lars Christian Lilleholt (V) 4 Kristian Pihl Lorentzen (V) 5 Henrik Høegh (V) 6 Ellen Trane Nørby (V) 7 Per Dalgaard (DF) 8 Tina Petersen (DF) 9 Per Ørum Jørgensen (KF) 10 Mette Gjerskov (S) 11 Ole Vagn Christensen (S) 12 Kim Mortensen (S) 13 Ole Hækkerup (S) 14 Anne Grete Holmsgaard (SF) 15 Ida Auken (SF) 16 Margrethe Vestager (RV) 17 Per Clausen (EL) Til stedfortrædere for: 1-6 Hans Christian Schmidt (V) 1-6 Flemming Møller (V) 7-8 Kristian Thulesen Dahl (DF) 7-8 René Christensen (DF) 9 Jørgen S. Lundsgaard (KF) 10-13 Maja Panduro (S) 14-15 Flemming Bonne (SF) 16 Jens Christian Lund (S) 17 Jesper Petersen (SF) Formand: Jens Kirk (V) Næstformand: Margrethe Vestager (RV) Valg af 17 medlemmer og stedfortrædere til Erhvervsudvalget. Valgt blev: Til medlemmer: 1 Hans Christian Schmidt (V) 2 Jacob Jensen (V) 3 Jens Vibjerg (V) 4 Lars Christian Lilleholt (V) 5 Tina Nedergaard (V) 6 Colette L. Brix (DF) 7 Pia Adelsteen (DF) 8 Mike Legarth (KF) 9 Per Ørum Jørgensen (KF) 10 Orla Hav (S) 11 Benny Engelbrecht (S) 12 Henrik Dam Kristensen (S) 13 Niels Sindal (S) 14 Karsten Hønge (SF) 15 Flemming Bonne (SF) 16 Morten Østergaard (RV) 17 Frank Aaen (EL) Til stedfortrædere for: 1-5 Anne-Mette Winther Christiansen (V) 1-5 Hans Christian Thoning (V) 6-7 Mikkel Dencker (DF) 6-7 Tina Petersen (DF) 8-9 Flemming Damgaard Larsen (V) 8-9 Villum Christensen (LA) 10-13 Ole Vagn Christensen (S) 10-13 Yildiz Akdogan (S) 14-15 Pia Olsen Dyhr (SF) 14-15 Steen Gade (SF) 16 Jens Christian Lund (S) 17 Jesper Petersen (SF) Formand: Hans Christian Schmidt (V) Næstformand: Colette L. Brix (DF) Valg af 17 medlemmer og stedfortrædere til Europaudvalget. Valgt blev: Til medlemmer: 1 Kim Andersen (V) 2 Michael Aastrup Jensen (V) 3 Erling Bonnesen (V) 4 Henrik Høegh (V) 5 Tina Nedergaard (V) 6 Pia Adelsteen (DF) 7 Ib Poulsen (DF) 8 Helle Sjelle (KF) 9 Jørgen S. Lundsgaard (KF) 10 Anne-Marie Meldgaard (S) 11 Kim Mortensen (S) 12 Yildiz Akdogans (S) 13 Jeppe Kofod (S) 14 Anne Grete Holmsgaard (SF) 15 Hanne Agersnap (SF) 16 Lone Dybkjær (RV) 17 Per Clausen (EL) Til stedfortrædere for: 1-5 Malou Aamund (V) 1-5 Birgitte Josefsen (V) 6-7 Martin Henriksen (DF) 6-7 Tina Petersen (DF) 8-9 Naser Khader (KF) 8-9 Pia Christmas-Møller (UFG) 10-13 Benny Engelbrecht (S) 10-13 Orla Hav (S) 14-15 Karina Lorentzen Dehnhardt (SF) 14-15 Høgni Hoydal (TF) 16 Bjarne Laustsen (S) 17 Frank Aaen (EL) Formand: Anne-Marie Meldgaard (S) Næstformand: Henrik Høegh (V) Valg af 17 medlemmer til Finansudvalget. Valgt blev: 1 Torsten Schack Pedersen (V) 2 Flemming Damgaard Larsen (V) 3 Tina Nedergaard (V) 4 Kim Andersen (V) 5 Jacob Jensen (V) 6 Kristian Thulesen Dahl (DF) 7 Tina Petersen (DF) 8 Mike Legarth (KF) 9 Henriette Kjær (KF) 10 Morten Bødskov (S) 11 Klaus Hækkerup (S) 12 Jens Peter Vernersen (S) 13 Nick Hækkerup (S) 14 Ole Sohn (SF) 15 Jesper Petersen (SF) 16 Morten Østergaard (RV) 17 Frank Aaen (EL) Formand: Kristian Thulesen Dahl (DF) Næstformand: Flemming Damgaard Larsen (V) Valg af 17 medlemmer og stedfortrædere til Forsvarsudvalget. Valgt blev: Til medlemmer: 1 Hans Christian Thoning (V) 2 Karsten Nonbo (V) 3 Kristian Pihl Lorentzen (V) 4 Gitte Lillelund Bech (V) 5 Søren Pind (V) 6 Marion Pedersen (V) 7 Ib Poulsen (DF) 8 Søren Krarup (DF) 9 Helge Adam Møller (KF) 10 John Dyrby Paulsen (S) 11 Jens Christian Lund (S) 12 Poul Andersen (S) 13 Julie Rademacher (S) 14 Holger K. Nielsen (SF) 15 Pernille Frahm (SF) 16 Niels Helveg Petersen (RV) 17 Frank Aaen (EL) Til stedfortrædere for: 1-6 Peter Juel Jensen (V) 1-6 Villum Christensen (LA) 7-8 Hans Kristian Skibby (DF) 7-8 Søren Espersen (DF) 9 Tom Behnke (KF) 10-13 Bjarne Laustsen (S) 10-13 Christine Antorini (S) 14-15 Jonas Dahl (SF) 16 Juliane Henningsen (IA) Formand: Hans Christian Thoning (V) Næstformand: Poul Andersen (S)",20091_M2_helemoedet.xml
2,2009-10-07,Thor Pedersen,V,formand,"Til at besvare spørgsmål i spørgetimen i dag har statsministeren udpeget fødevareministeren. Der er anmeldt følgende spørgere til ministeren: Bjarne Laustsen (S) Bente Dahl (RV) Benny Engelbrecht (S) Er der flere, der ønsker at melde sig som spørgere? Det er ikke tilfældet. Jeg vil godt her gentage, hvad man måske ved, at i første runde har spørger og minister 2 minutters taletid, og derefter har man to gange 1 minuts taletid. Jeg giver ordet til den første, og det er hr. Bjarne Laustsen, værsgo.",20091_M2_helemoedet.xml
